,name,cat_in,street,business_city,address_locality,address_region,telephone
354,Weinstein Realty Group llc,"Offices of Real Estate Agents and Brokers in East Village, New York",30 Avenue B,"East Village
New York,
            NY",New York,NY,(212) 228-0498
355,King Henry Realty Inc,"Offices of Real Estate Agents and Brokers in Lower East Side, New York",173 Henry St,"Lower East Side
New York,
            NY",New York,NY,(212) 358-7125
356,Benchmark 425 Lp,"Offices of Real Estate Agents and Brokers in Gramercy, New York",200 E 30th St,"Gramercy
New York,
            NY",New York,NY,(646) 964-4271
357,Vantas,"Offices of Real Estate Agents and Brokers in Garment District, New York",1 Penn Plz,"Garment District
New York,
            NY",New York,NY,(212) 896-3800
358,133 W 22 St Condominium llc,"Offices of Real Estate Agents and Brokers in Chelsea, New York",133 W 22nd St,"Chelsea
New York,
            NY",New York,NY,(212) 462-2505
359,Milstein Properties-70,"Offices of Real Estate Agents and Brokers in Midtown, New York",335 Madison Ave,"Midtown
New York,
            NY",New York,NY,(212) 286-9005
360,Intervest Development Corp,"Offices of Real Estate Agents and Brokers in Upper West Side, New York",1841 Broadway Rm 1000,"Upper West Side
New York,
            NY",New York,NY,(212) 974-8433
361,Benenson Real Estate Svce CO,"Offices of Real Estate Agents and Brokers in Upper East Side, New York",715 Park Ave,"Upper East Side
New York,
            NY",New York,NY,(212) 988-2300
362,Home Direct llc,"Offices of Real Estate Agents and Brokers in Upper East Side, New York",236 E 81st St,"Upper East Side
New York,
            NY",New York,NY,(212) 988-2443
363,16 W 36 Assoc llc,"Offices of Real Estate Agents and Brokers in Garment District, New York",16 W 36th St Rm 801,"Garment District
New York,
            NY",New York,NY,(212) 736-0962
364,Lexington Courts,"Offices of Real Estate Agents and Brokers in East Harlem, New York",2010 Lexington Ave,"East Harlem
New York,
            NY",New York,NY,(212) 348-3675
365,Realty Advisors New World,"Offices of Real Estate Agents and Brokers in Financial District, New York",75 Broad St Ste 1010,"Financial District
New York,
            NY",New York,NY,(646) 723-4700
366,Town West Village,"Offices of Real Estate Agents and Brokers in West Village, New York",446 W 14th St,"West Village
New York,
            NY",New York,NY,(212) 604-0300
367,Vitruvius Estates llc,"Offices of Real Estate Agents and Brokers in Upper East Side, New York",150 E 72nd St,"Upper East Side
New York,
            NY",New York,NY,(212) 879-2620
368,Edgecombe Ave 291 Realty llc,"Offices of Real Estate Agents and Brokers in Harlem, New York",291 Edgecombe Ave,"Harlem
New York,
            NY",New York,NY,(212) 281-6879
369,Kraus Enterprises,"Offices of Real Estate Agents and Brokers in Harlem, New York",2401 Adam Clayton Powell Jr Blvd,"Harlem
New York,
            NY",New York,NY,(212) 234-8526
370,Tauber Properties,"Offices of Real Estate Agents and Brokers in Upper West Side, New York",44 W 85th St Apt 1b,"Upper West Side
New York,
            NY",New York,NY,(212) 721-2986
371,Ascot Properties llc,"Offices of Real Estate Agents and Brokers in East Village, New York",278 E 10th St,"East Village
New York,
            NY",New York,NY,(212) 358-7673
372,Collier Abr Inc Rlty,"Offices of Real Estate Agents and Brokers in Midtown, New York",277 Park Ave,"Midtown
New York,
            NY",New York,NY,(212) 826-1862
373,Arnold Bias Products Inc,"Offices of Real Estate Agents and Brokers in Soho, New York",593 Broadway,"Soho
New York,
            NY",New York,NY,(212) 334-3634
374,J One,"Offices of Real Estate Agents and Brokers in Midtown, New York",211 E 43rd St Rm 1305,"Midtown
New York,
            NY",New York,NY,(212) 599-3078
375,Grenadier Realty Corp,"Offices of Real Estate Agents and Brokers in Midtown, New York",345 W 50th St,"Midtown
New York,
            NY",New York,NY,(212) 245-3538
376,The Witkoff Group,"Offices of Real Estate Agents and Brokers in Midtown, New York",40 W 57th St Ste 1620,"Midtown
New York,
            NY",New York,NY,(212) 247-0120
377,New York Urban Property Management,"Offices of Real Estate Agents and Brokers in Upper West Side, New York",425 W 59th St,"Upper West Side
New York,
            NY",New York,NY,(212) 245-1870
378,Miller Cicero llc,"Offices of Real Estate Agents and Brokers in Midtown, New York",16 W 45th St,"Midtown
New York,
            NY",New York,NY,(212) 642-4300
379,New Star Realty Management of Metro NY Inc,"Offices of Real Estate Agents and Brokers in Garment District, New York",16 W 32nd St Rm 702,"Garment District
New York,
            NY",New York,NY,(212) 967-4242
380,Milstein Properties-14,"Offices of Real Estate Agents and Brokers in Upper East Side, New York",210 E 65th St,"Upper East Side
New York,
            NY",New York,NY,(212) 980-5951
381,Colgate Management llc,"Offices of Real Estate Agents and Brokers in Murray Hill, New York",485 5th Ave,"Murray Hill
New York,
            NY",New York,NY,(212) 983-7376
382,Florencia Properties NV Inc,"Offices of Real Estate Agents and Brokers in Garment District, New York",252 W 38th St,"Garment District
New York,
            NY",New York,NY,(212) 997-1101
383,Fawn Realty,"Offices of Real Estate Agents and Brokers in Harlem, New York",1370 5th Ave,"Harlem
New York,
            NY",New York,NY,(212) 254-3434
384,Capit Realty CO Inc,"Offices of Real Estate Agents and Brokers in Upper East Side, New York",442 E 75th St,"Upper East Side
New York,
            NY",New York,NY,(212) 452-3174
385,2001 Real Estate,"Offices of Real Estate Agents and Brokers in Midtown, New York",150 W 56th St,"Midtown
New York,
            NY",New York,NY,(212) 581-2001
386,Eugene M Grant Real Estate,"Offices of Real Estate Agents and Brokers in Midtown, New York",277 Park Ave,"Midtown
New York,
            NY",New York,NY,(212) 688-4700
387,World Trade Center Properties llc,"Offices of Real Estate Agents and Brokers in Financial District, New York",67 Vesey,"Financial District
New York,
            NY",New York,NY,(212) 323-2909
388,Regus,"Offices of Real Estate Agents and Brokers in Gramercy, New York",387 Park Ave S FL 5,"Gramercy
New York,
            NY",New York,NY,(646) 876-7500
389,1110 Park Avenue Condominuim Care of Wallack Management Inc,"Offices of Real Estate Agents and Brokers in Carnegie Hill, New York",1110 Park Ave,"Carnegie Hill
New York,
            NY",New York,NY,(212) 410-2905
390,Realty Eisenstein,"Offices of Real Estate Agents and Brokers in Midtown, New York",244 W 54th St,"Midtown
New York,
            NY",New York,NY,(212) 582-0643
391,Unizo Real Estate NY One llc,"Offices of Real Estate Agents and Brokers in Chelsea, New York",28 W 25th St,"Chelsea
New York,
            NY",New York,NY,(212) 414-3004
392,Input Lofts,"Offices of Real Estate Agents and Brokers in Greenwich Village, New York",58 E 11th St FL 8,"Greenwich Village
New York,
            NY",New York,NY,(212) 837-1666
393,109 W 27th St Realty llc,"Offices of Real Estate Agents and Brokers in Chelsea, New York",109 W 27th St,"Chelsea
New York,
            NY",New York,NY,(212) 675-2913
394,Alif Reality,"Offices of Real Estate Agents and Brokers in East Village, New York",206 1st Ave,"East Village
New York,
            NY",New York,NY,(646) 998-5560
395,Schottenfeld Associates,"Lessors of Real Property, Nec in Midtown, New York",1 Citi Bank Ctr FL 10,"Midtown
New York,
            NY",New York,NY,(212) 838-5820
396,Ramon Room,"Offices of Real Estate Agents and Brokers in Harlem, New York",207 E 125th St,"Harlem
New York,
            NY",New York,NY,(212) 722-4026
397,Esrt One Grand Central Place llc,"Offices of Real Estate Agents and Brokers in Murray Hill, New York",60 E 42nd St,"Murray Hill
New York,
            NY",New York,NY,(212) 661-1592
398,Mbny llc,"Offices of Real Estate Agents and Brokers in Gramercy, New York",260 5th Ave FL 9,"Gramercy
New York,
            NY",New York,NY,(212) 675-2304
399,Rudin Management CO Inc,"Offices of Real Estate Agents and Brokers in Financial District, New York",1 Whitehall St Lbby A,"Financial District
New York,
            NY",New York,NY,(212) 943-8291
400,432 Park Condominium,"Offices of Real Estate Agents and Brokers in Midtown, New York",432 Park Ave,"Midtown
New York,
            NY",New York,NY,(212) 432-5657
401,Monarch Realty,"Offices of Real Estate Agents and Brokers in Hamilton Heights, New York",2 Saint Nicholas Ter,"Hamilton Heights
New York,
            NY",New York,NY,(212) 865-1067
402,Foster House Incorporated,"Offices of Real Estate Agents and Brokers in Harlem, New York",2114 5th Ave,"Harlem
New York,
            NY",New York,NY,(212) 828-8059
403,American Rise Realty llc,"Offices of Real Estate Agents and Brokers in Gramercy, New York",347 5th Ave Rm 1402,"Gramercy
New York,
            NY",New York,NY,(347) 990-2719
404,Aj Clarke,"Offices of Real Estate Agents and Brokers in Upper West Side, New York",216 W 89th St,"Upper West Side
New York,
            NY",New York,NY,(212) 362-4624
405,Sl Green Realty Corp,"Offices of Real Estate Agents and Brokers in Murray Hill, New York",100 Park Ave Rm 2901,"Murray Hill
New York,
            NY",New York,NY,(212) 661-5175
406,Pine Management Inc.,"Real Estate Agents and Managers in Upper West Side, New York",24 W 88th St,"Upper West Side
New York,
            NY",New York,NY,(917) 441-8266
407,Y and H Realty,"Offices of Real Estate Agents and Brokers in Soho, New York",116 W Houston St,"Soho
New York,
            NY",New York,NY,(212) 477-5485
408,Broadway,"Offices of Real Estate Agents and Brokers in Financial District, New York",26 Broadway Lbby 1,"Financial District
New York,
            NY",New York,NY,(212) 344-2151
409,Winoker Realty CO Inc,"Offices of Real Estate Agents and Brokers in Garment District, New York",37 W 39th St,"Garment District
New York,
            NY",New York,NY,(212) 730-8190
410,140 Bw llc,"Offices of Real Estate Agents and Brokers in Financial District, New York",140 Broadway,"Financial District
New York,
            NY",New York,NY,(212) 943-0855
411,Aj Clarke Real Estate Company,"Offices of Real Estate Agents and Brokers in Upper East Side, New York",332 E 95th St,"Upper East Side
New York,
            NY",New York,NY,(212) 722-7302
412,Universal Building,"Offices of Real Estate Agents and Brokers in Gramercy, New York",380 2nd Ave,"Gramercy
New York,
            NY",New York,NY,(646) 314-8144
413,Elsa Properties,"Offices of Real Estate Agents and Brokers in East Village, New York",54 E 4th St,"East Village
New York,
            NY",New York,NY,(646) 654-0365
414,Margaret W Wilkes Houses,"Offices of Real Estate Agents and Brokers in Harlem, New York",220 W 141st St,"Harlem
New York,
            NY",New York,NY,(212) 283-1405
415,8 E 102st llc,"Offices of Real Estate Agents and Brokers in Yorkville, New York",1214 5th Ave,"Yorkville
New York,
            NY",New York,NY,(212) 289-6276
416,Jayson Realty,"Offices of Real Estate Agents and Brokers in Garment District, New York",450 Fashion Ave Ste 2906a,"Garment District
New York,
            NY",New York,NY,(646) 449-0804
417,Cmb Realty llc,"Offices of Real Estate Agents and Brokers in Gramercy, New York",118 E 28th St Rm 301,"Gramercy
New York,
            NY",New York,NY,(212) 683-2315
418,50 W Owners Corp,"Real Estate Agents and Managers in Upper West Side, New York",50 W 96th St,"Upper West Side
New York,
            NY",New York,NY,(212) 932-2266
419,Independence Plaza Associates,"Offices of Real Estate Agents and Brokers in Tribeca, New York",40 Harrison St,"Tribeca
New York,
            NY",New York,NY,(212) 227-3392
420,Zelnik & CO llc,"Offices of Real Estate Agents and Brokers in Midtown, New York",424 Madison Ave,"Midtown
New York,
            NY",New York,NY,(212) 223-2200
421,Fiel Organization,"Offices of Real Estate Agents and Brokers in Midtown, New York",200 W 57th St,"Midtown
New York,
            NY",New York,NY,(212) 974-1977
422,Amalithone Realty Corp,"Offices of Real Estate Agents and Brokers in Greenwich Village, New York",113 University Pl,"Greenwich Village
New York,
            NY",New York,NY,(212) 677-1427
423,218 West 40th Associates,"Offices of Real Estate Agents and Brokers in Garment District, New York",218 W 40th St,"Garment District
New York,
            NY",New York,NY,(212) 921-4468
424,Touba Real Estate Inc,"Offices of Real Estate Agents and Brokers in Garment District, New York",35 W 36th St,"Garment District
New York,
            NY",New York,NY,(212) 967-2223
425,Penmark Iii Central Park,"Offices of Real Estate Agents and Brokers in Harlem, New York",111 W 110th St,"Harlem
New York,
            NY",New York,NY,(212) 280-1707
426,Smith & Mills,"Offices of Real Estate Agents and Brokers in Tribeca, New York",71 N Moore St Frnt A,"Tribeca
New York,
            NY",New York,NY,(212) 226-2515
427,Cannon Realty Group,"Offices of Real Estate Agents and Brokers in Gramercy, New York",902 Broadway,"Gramercy
New York,
            NY",New York,NY,(212) 686-5179
428,Metropolitan Tower Office Building,"Offices of Real Estate Agents and Brokers in Midtown, New York",146 W 57th St,"Midtown
New York,
            NY",New York,NY,(212) 956-4810
429,S L Green,"Real Property Lessors, Nec in Midtown, New York",600 Lexington Ave Ste llc,"Midtown
New York,
            NY",New York,NY,(212) 838-6414
430,Ja Mil Uniform CO,"Offices of Real Estate Agents and Brokers in Lower East Side, New York",92 Orchard St Frnt 1,"Lower East Side
New York,
            NY",New York,NY,(212) 253-9479
431,597 Scribner llc,"Offices of Real Estate Agents and Brokers in Midtown, New York",3 E 48th St,"Midtown
New York,
            NY",New York,NY,(212) 750-2653
432,A & E Real Estate Inc,"Offices of Real Estate Agents and Brokers in Garment District, New York",1065 Avenue of the Americas FL 31,"Garment District
New York,
            NY",New York,NY,(212) 721-5500
433,North East Plazza,"Offices of Real Estate Agents and Brokers in Gramercy, New York",331 E 29th St,"Gramercy
New York,
            NY",New York,NY,(212) 532-1080
434,Rifkin & Lubcher Cpas,"Offices of Real Estate Agents and Brokers in Midtown, New York",477 Madison Ave,"Midtown
New York,
            NY",New York,NY,(212) 572-5588
435,Ball Baker Leake llc,"Offices of Real Estate Agents and Brokers in Murray Hill, New York",122 E 42nd St Rm 810,"Murray Hill
New York,
            NY",New York,NY,(212) 661-1630
436,Edward J Minskoff Equities Inc,"Offices of Real Estate Agents and Brokers in Midtown, New York",1325 Avenue of the Americas Ste 2300,"Midtown
New York,
            NY",New York,NY,(212) 554-0500
437,Siverstein Properties,"Offices of Real Estate Agents and Brokers in Financial District, New York",120 Broadway Ste 3663,"Financial District
New York,
            NY",New York,NY,(212) 981-1685
438,Hq,"Offices of Real Estate Agents and Brokers in Garment District, New York",1 Penn Plz,"Garment District
New York,
            NY",New York,NY,(212) 849-6900
439,Global Park Daily Inc,"Offices of Real Estate Agents and Brokers in Midtown, New York",245 Park Ave,"Midtown
New York,
            NY",New York,NY,(212) 372-8899
440,Star Construction Development Inc,"Offices of Real Estate Agents and Brokers in Lower East Side, New York",196 Stanton St,"Lower East Side
New York,
            NY",New York,NY,(212) 254-0629
441,Regus,"Offices of Real Estate Agents and Brokers in Financial District, New York",140 Broadway,"Financial District
New York,
            NY",New York,NY,(212) 858-7500
442,Related,"Offices of Real Estate Agents and Brokers in Chelsea, New York",130 W 15th St,"Chelsea
New York,
            NY",New York,NY,(646) 336-8159
443,245 W 51 St Reality llc,"Offices of Real Estate Agents and Brokers in Midtown, New York",245 W 51st St,"Midtown
New York,
            NY",New York,NY,(212) 247-8474
444,Belvedere Capital,"Offices of Real Estate Agents and Brokers in West Village, New York",421 Hudson St,"West Village
New York,
            NY",New York,NY,(212) 675-0421
445,Management Related,"Offices of Real Estate Agents and Brokers in Chelsea, New York",330 W 30th St Ofc 1,"Chelsea
New York,
            NY",New York,NY,(212) 987-6445
446,Fair Real Estate Cor,"Offices of Real Estate Agents and Brokers in Lower East Side, New York",285 Grand St,"Lower East Side
New York,
            NY",New York,NY,(212) 226-2857
447,First Avenue Owners Inc,"Offices of Real Estate Agents and Brokers in Upper East Side, New York",340 E 80th St,"Upper East Side
New York,
            NY",New York,NY,(212) 327-1603
448,Cb Richard Ellis,"Offices of Real Estate Agents and Brokers in Chelsea, New York",275 7th Ave Rm 204,"Chelsea
New York,
            NY",New York,NY,(212) 414-4972
449,132 W 125th CO,"Offices of Real Estate Agents and Brokers in Harlem, New York",136 W 125th St,"Harlem
New York,
            NY",New York,NY,(212) 222-2344
450,North Town Phase Ii,"Offices of Real Estate Agents and Brokers in New York, NY",575 Main St,"New York,
            NY",New York,NY,(212) 355-5624
451,23 East 69 llc,"Offices of Real Estate Agents and Brokers in Upper East Side, New York",23 E 69th St,"Upper East Side
New York,
            NY",New York,NY,(212) 535-3297
452,Responsive Homebuyers,"Offices of Real Estate Agents and Brokers in Upper East Side, New York",1025 5th Ave,"Upper East Side
New York,
            NY",New York,NY,(212) 744-7044
453,Ventilaire Realty Corp,"Offices of Real Estate Agents and Brokers in Tribeca, New York",1a Mercer St,"Tribeca
New York,
            NY",New York,NY,(212) 226-0575
454,Midboro Management,"Offices of Real Estate Agents and Brokers in Chelsea, New York",333 7th Ave Rm 500,"Chelsea
New York,
            NY",New York,NY,(212) 695-8747
455,Ja-Mil Uniforms,"Real Estate Agents and Managers in Lower East Side, New York",92 Orchard St Frnt 1,"Lower East Side
New York,
            NY",New York,NY,(212) 677-8190
456,K Dew Reality,"Offices of Real Estate Agents and Brokers in Lower East Side, New York",203 Rivington St,"Lower East Side
New York,
            NY",New York,NY,(212) 982-6783
457,Corp Housing Wichert,"Offices of Real Estate Agents and Brokers in Midtown, New York",250 W 50th St,"Midtown
New York,
            NY",New York,NY,(212) 706-3826
458,Rock Us Property Management llc,"Offices of Real Estate Agents and Brokers in Murray Hill, New York",100 Park Ave FL 9,"Murray Hill
New York,
            NY",New York,NY,(212) 532-1866
459,Abc Management Inc,"Offices of Real Estate Agents and Brokers in Midtown, New York",1775 Broadway,"Midtown
New York,
            NY",New York,NY,(212) 307-0206
460,Rel Estate Solutions,"Offices of Real Estate Agents and Brokers in Gramercy, New York",373 Park Ave S FL 6,"Gramercy
New York,
            NY",New York,NY,(646) 257-2622
461,92nd Realty llc,"Offices of Real Estate Agents and Brokers in Upper East Side, New York",1775 York Ave,"Upper East Side
New York,
            NY",New York,NY,(212) 860-9627
462,Prime Management Group llc,"Offices of Real Estate Agents and Brokers in Murray Hill, New York",380 Lexington Ave FL 17,"Murray Hill
New York,
            NY",New York,NY,(212) 557-7463
463,Blue Sky Properties,"Offices of Real Estate Agents and Brokers in Gramercy, New York",31 e 32nd St Rm 1201,"Gramercy
New York,
            NY",New York,NY,(212) 871-9880
464,Film Center Bldg Corp,"Offices of Real Estate Agents and Brokers in Clinton, New York",630 9th Ave,"Clinton
New York,
            NY",New York,NY,(212) 757-6995
465,Cape Advisors Inc,"Real Property Lessors, Nec in Soho, New York",483 Broadway,"Soho
New York,
            NY",New York,NY,(212) 226-1870
466,Mfa Mortgage Investments Inc,"Real Estate Agents and Managers in Midtown, New York",350 Park Ave,"Midtown
New York,
            NY",New York,NY,(212) 753-3906
467,Nycca Management,"Offices of Real Estate Agents and Brokers in Midtown, New York",825 8th Ave,"Midtown
New York,
            NY",New York,NY,(212) 586-6844
468,Goldman Morris,"Offices of Real Estate Agents and Brokers in Soho, New York",524 Broadway Rm 400,"Soho
New York,
            NY",New York,NY,(212) 925-3939
469,Rothchild North Americas Inc,"Offices of Real Estate Agents and Brokers in Midtown, New York",1251 Avenue of the Americas FL 51,"Midtown
New York,
            NY",New York,NY,(212) 354-0391
470,R c P General Inc,"Offices of Real Estate Agents and Brokers in Midtown, New York",16 e 52nd St Ste 700,"Midtown
New York,
            NY",New York,NY,(212) 755-7778
471,Tiger 21,"Real Property Lessors, Nec in Carnegie Hill, New York",6 e 87th St,"Carnegie Hill
New York,
            NY",New York,NY,(212) 360-1700
472,Isaacs,"Real Property Lessors, Nec in Financial District, New York",143 South St # 7,"Financial District
New York,
            NY",New York,NY,(212) 924-6313
473,River Terrace Assoc llc,"Offices of Real Estate Agents and Brokers in Battery Park, New York",20 River Ter,"Battery Park
New York,
            NY",New York,NY,(212) 962-5962
474,Hfz 88 Lexington Owner llc,"Offices of Real Estate Agents and Brokers in Gramercy, New York",88 Lexington Ave,"Gramercy
New York,
            NY",New York,NY,(212) 685-8890
475,Rooms in the City Inc,"Offices of Real Estate Agents and Brokers in Garment District, New York",110 W 34th St Rm 1102,"Garment District
New York,
            NY",New York,NY,(212) 643-0420
476,Herb Nass Associates,"Offices of Real Estate Agents and Brokers in Midtown, New York",420 Lexington Ave,"Midtown
New York,
            NY",New York,NY,(212) 370-0777
477,Krasnow Jesse,"Real Property Lessors, Nec in Upper West Side, New York",2109 Broadway,"Upper West Side
New York,
            NY",New York,NY,(212) 799-6671
478,State Whitehall Corp,"Offices of Real Estate Agents and Brokers in Financial District, New York",24 State St,"Financial District
New York,
            NY",New York,NY,(212) 248-8490
479,V11 90 Lex Owner llc,"Offices of Real Estate Agents and Brokers in Gramercy, New York",90 Lexington Ave,"Gramercy
New York,
            NY",New York,NY,(212) 689-2700
480,220 e 23 St Bldg,"Offices of Real Estate Agents and Brokers in Gramercy, New York",270 e 23 St,"Gramercy
New York,
            NY",New York,NY,(212) 679-5468
481,The Back Office Inc,"Offices of Real Estate Agents and Brokers in Murray Hill, New York",21 e 40th St,"Murray Hill
New York,
            NY",New York,NY,(212) 481-3434
482,Jjsl Development Inc,"Offices of Real Estate Agents and Brokers in Financial District, New York",49 Ann St,"Financial District
New York,
            NY",New York,NY,(212) 528-9250
483,Retail Reality,"Offices of Real Estate Agents and Brokers in Midtown, New York",575 Lexington Ave,"Midtown
New York,
            NY",New York,NY,(212) 527-7501
484,Sl Green Realty Corp,"Offices of Real Estate Agents and Brokers in Murray Hill, New York",41 e 42nd St,"Murray Hill
New York,
            NY",New York,NY,(212) 557-0610
485,Bit Holdings Thirty Eight Inc,"Offices of Real Estate Agents and Brokers in Midtown, New York",830 3rd Ave,"Midtown
New York,
            NY",New York,NY,(212) 753-8827
486,Trulia,"Offices of Real Estate Agents and Brokers in Midtown, New York",55 W 55th St,"Midtown
New York,
            NY",New York,NY,(212) 242-2390
487,Greeley Arcade Bldg Inc,"Offices of Real Estate Agents and Brokers in Garment District, New York",132 W 31st St,"Garment District
New York,
            NY",New York,NY,(212) 868-4523
488,Northstar Properties llc,"Real Property Lessors, Nec in Midtown, New York",150 e 58th St Ste 2001,"Midtown
New York,
            NY",New York,NY,(212) 371-5300
489,Pitt Straight Lp,"Offices of Real Estate Agents and Brokers in Lower East Side, New York",135 Pitt St,"Lower East Side
New York,
            NY",New York,NY,(212) 677-8161
490,Just Inc,"Offices of Real Estate Agents and Brokers in New York, NY",83 Wooster St Frnt 1,"New York,
            NY",New York,NY,(212) 334-3500
491,New York Urban Property Mgmt CO,"Real Property Lessors, Nec in Chelsea, New York",On 580 Columbus Pl,"Chelsea
New York,
            NY",New York,NY,(212) 845-6900
492,Galea Anthony,"Offices of Real Estate Agents and Brokers in Upper East Side, New York",108 e 86th St,"Upper East Side
New York,
            NY",New York,NY,(212) 860-0169
493,123 Layfayette llc,"Offices of Real Estate Agents and Brokers in Chinatown, New York",123 Lafayette St,"Chinatown
New York,
            NY",New York,NY,(212) 274-0906
494,159 West Realty Incorporated,"Offices of Real Estate Agents and Brokers in East Harlem, New York",1825 Madison Ave,"East Harlem
New York,
            NY",New York,NY,(212) 828-9400
495,Prd Realdty CO,"Offices of Real Estate Agents and Brokers in Garment District, New York",19 W 34th St Rm 918,"Garment District
New York,
            NY",New York,NY,(212) 695-9500
496,Dolch Howard,"Offices of Real Estate Agents and Brokers in Midtown, New York",575 5th Ave,"Midtown
New York,
            NY",New York,NY,(212) 644-2222
497,Jakandyllc,"Real Property Lessors, Nec in East Harlem, New York",153 e 116th St,"East Harlem
New York,
            NY",New York,NY,(212) 369-8582
498,Cobe Management llc,"Real Property Lessors, Nec in Murray Hill, New York",220 e 42nd St,"Murray Hill
New York,
            NY",New York,NY,(212) 338-0235
499,Jamison Financial Group,"Offices of Real Estate Agents and Brokers in Midtown, New York",1180 Avenue of the Americas,"Midtown
New York,
            NY",New York,NY,(212) 899-5550
500,Ironburgh,"Offices of Real Estate Agents and Brokers in Midtown, New York",535 5th Ave,"Midtown
New York,
            NY",New York,NY,(212) 949-0800
501,Nassimi Realty Corp,"Real Property Lessors, Nec in Chelsea, New York",370 7th Ave Ste 1600,"Chelsea
New York,
            NY",New York,NY,(212) 643-8080
502,Mall Properties,"Offices of Real Estate Agents and Brokers in Midtown, New York",600 Madison Ave Ste 14,"Midtown
New York,
            NY",New York,NY,(212) 935-1330
503,Broadway,"Offices of Real Estate Agents and Brokers in Midtown, New York",342 Madison Ave,"Midtown
New York,
            NY",New York,NY,(212) 599-0515
504,Real Estate Weekly,"Offices of Real Estate Agents and Brokers in Chelsea, New York",20 W 22nd St Ste 1411,"Chelsea
New York,
            NY",New York,NY,(212) 777-6611
505,Martin Edmond Rl Est,"Real Estate Developers & Developments in Greenwich Village, New York",16 Christopher St,"Greenwich Village
New York,
            NY",New York,NY,(212) 242-8430
506,Bristol b,"Real Property Lessors, Nec in North Sutton Area, New York",300 e 56th St,"North Sutton Area
New York,
            NY",New York,NY,(212) 753-2081
507,1414 Apf Inc,"Offices of Real Estate Agents and Brokers in Midtown, New York",1414 Avenue of the Americas,"Midtown
New York,
            NY",New York,NY,(212) 486-0105
508,Rosenblatt Samuel W Real Estate,"Offices of Real Estate Agents and Brokers in Clinton, New York",575 8th Ave Rm 2400,"Clinton
New York,
            NY",New York,NY,(212) 564-6662
509,15 West Realty Assoc Pos Word Fifteen,"Offices of Real Estate Agents and Brokers in Midtown, New York",15 W 46th St,"Midtown
New York,
            NY",New York,NY,(212) 869-3490
510,C W Capital llc,"Offices of Real Estate Agents and Brokers in Midtown, New York",400 Madison Ave,"Midtown
New York,
            NY",New York,NY,(212) 838-9899
511,Harlem Village Realty,"Offices of Real Estate Agents and Brokers in New York, NY",104 e 126th St Apt 3c,"New York,
            NY",New York,NY,(212) 427-9800
512,595 West End Ave,"Offices of Real Estate Agents and Brokers in Upper West Side, New York",595 W End Ave,"Upper West Side
New York,
            NY",New York,NY,(212) 799-8491
513,Mrmd Management,"Offices of Real Estate Agents and Brokers in Murray Hill, New York",10 e 39th St Rm 909,"Murray Hill
New York,
            NY",New York,NY,(212) 213-8136
514,Debbie Baum,"Offices of Real Estate Agents and Brokers in Upper East Side, New York",660 Madison Ave,"Upper East Side
New York,
            NY",New York,NY,(212) 821-9158
515,Boston Properties,"Offices of Real Estate Agents and Brokers in Financial District, New York",90 Church St Ste 700,"Financial District
New York,
            NY",New York,NY,(212) 748-7840
516,Depfa Bank,"Offices of Real Estate Agents and Brokers in Murray Hill, New York",622 3rd Ave Frnt a,"Murray Hill
New York,
            NY",New York,NY,(212) 983-5890
517,Regus Business Center 3865,"Offices of Real Estate Agents and Brokers in Battery Park, New York",200 Vesey St,"Battery Park
New York,
            NY",New York,NY,(646) 576-4100
518,Yomo Toro Apartments,"Offices of Real Estate Agents and Brokers in Yorkville, New York",222 e 104th St,"Yorkville
New York,
            NY",New York,NY,(212) 427-3485
519,Millennium Partners llc,"Offices of Real Estate Agents and Brokers in New York, NY",1995 Broadway FL 3,"New York,
            NY",New York,NY,(212) 712-1200
520,Truzechahn Office Properties Inc,"Offices of Real Estate Agents and Brokers in Midtown, New York",1114 Avenue of the Americas FL 22a,"Midtown
New York,
            NY",New York,NY,(646) 728-0296
521,W 25 llc,"Offices of Real Estate Agents and Brokers in Chelsea, New York",119 W 25th St,"Chelsea
New York,
            NY",New York,NY,(212) 206-6404
522,Pretium Property Mgmt llc,"Offices of Real Estate Agents and Brokers in Chelsea, New York",,"Chelsea
New York,
            NY",New York,NY,(212) 593-3600
523,Magnum Management,"Offices of Real Estate Agents and Brokers in Soho, New York",594 Broadway,"Soho
New York,
            NY",New York,NY,(212) 941-9398
524,Rosin Associates Inc,"Offices of Real Estate Agents and Brokers in Chelsea, New York",29 W 17th St FL 2,"Chelsea
New York,
            NY",New York,NY,(212) 726-0937
525,Newmark & CO Real Estate,"Offices of Real Estate Agents and Brokers in Midtown, New York",1501 Broadway,"Midtown
New York,
            NY",New York,NY,(212) 354-2500
526,Town Soho,"Offices of Real Estate Agents and Brokers in Soho, New York",337 W Broadway,"Soho
New York,
            NY",New York,NY,(646) 561-4237
527,230 e 48 St CO,"Offices of Real Estate Agents and Brokers in Midtown, New York",230 e 48th St,"Midtown
New York,
            NY",New York,NY,(212) 838-8087
528,Depfa Bank,"Offices of Real Estate Agents and Brokers in Murray Hill, New York",622 3rd Ave Frnt a,"Murray Hill
New York,
            NY",New York,NY,(212) 983-5890
529,Sklar Equities,"Offices of Real Estate Agents and Brokers in Chelsea, New York",95 Mad Ave,"Chelsea
New York,
            NY",New York,NY,(212) 532-8834
